category,rank,percentile,gender,branch,college_name
4,22708,87.7973797,0,Information Technology,"Walchand College of Engineering, Sangli"
5,6427,96.4453291,0,Information Technology,"Walchand College of Engineering, Sangli"
6,2263,98.6310614,0,Information Technology,"Walchand College of Engineering, Sangli"
7,2485,98.5259964,0,Information Technology,"Walchand College of Engineering, Sangli"
8,3314,98.0767376,0,Information Technology,"Walchand College of Engineering, Sangli"
9,1494,99.0658752,0,Information Technology,"Walchand College of Engineering, Sangli"
2,1902,98.8387911,1,Information Technology,"Walchand College of Engineering, Sangli"
3,7304,95.9847681,1,Information Technology,"Walchand College of Engineering, Sangli"
4,31274,83.1650789,1,Information Technology,"Walchand College of Engineering, Sangli"
5,9108,95.0512832,1,Information Technology,"Walchand College of Engineering, Sangli"
6,6993,96.1197339,1,Information Technology,"Walchand College of Engineering, Sangli"
7,5633,96.8473791,1,Information Technology,"Walchand College of Engineering, Sangli"
9,2376,98.5793519,1,Information Technology,"Walchand College of Engineering, Sangli"
14,11230,93.9121803,0,Information Technology,"Walchand College of Engineering, Sangli"
11,3601,97.9322759,0,Information Technology,"Walchand College of Engineering, Sangli"
10,1152,99.2511493,0,Information Technology,"Walchand College of Engineering, Sangli"
15,30680,83.3246679,0,Information Technology,"Walchand College of Engineering, Sangli"
12,4556,97.4274058,0,Information Technology,"Walchand College of Engineering, Sangli"
13,1397,99.117312,0,Information Technology,"Walchand College of Engineering, Sangli"
2,5882,96.7270799,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
3,15086,91.8979281,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
4,40377,77.9458986,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
5,10206,94.4462825,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
6,9032,95.085844,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
7,6936,96.1795056,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
8,9070,95.0850751,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
9,7657,95.7915734,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
2,5932,96.6737739,1,Electrical Engineering,"Walchand College of Engineering, Sangli"
3,21398,88.4908068,1,Electrical Engineering,"Walchand College of Engineering, Sangli"
4,63034,63.088298,1,Electrical Engineering,"Walchand College of Engineering, Sangli"
5,33271,81.984042,1,Electrical Engineering,"Walchand College of Engineering, Sangli"
7,9761,94.6591943,1,Electrical Engineering,"Walchand College of Engineering, Sangli"
9,8776,95.2051835,1,Electrical Engineering,"Walchand College of Engineering, Sangli"
14,80901,49.0525702,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
11,19446,89.5284491,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
10,3809,97.8106451,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
12,27494,85.0403264,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
13,5419,96.9440053,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
13,1196,99.2240264,0,Electrical Engineering,"Walchand College of Engineering, Sangli"
2,2904,98.3058086,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
3,11595,93.7141189,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
4,87998,42.8034319,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
5,9019,95.085844,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
6,3632,97.912167,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
7,5109,97.1309732,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
8,6169,96.6086872,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
9,3326,98.0732725,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
2,3878,97.7872542,1,Electronics Engineering,"Walchand College of Engineering, Sangli"
3,15268,91.8235378,1,Electronics Engineering,"Walchand College of Engineering, Sangli"
4,82591,47.8470482,1,Electronics Engineering,"Walchand College of Engineering, Sangli"
5,16274,91.2295664,1,Electronics Engineering,"Walchand College of Engineering, Sangli"
6,11696,93.6527455,1,Electronics Engineering,"Walchand College of Engineering, Sangli"
7,5638,96.8473791,1,Electronics Engineering,"Walchand College of Engineering, Sangli"
9,6149,96.6086872,1,Electronics Engineering,"Walchand College of Engineering, Sangli"
14,86402,44.6471616,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
11,4858,97.2697226,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
10,1964,98.7986567,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
12,7195,96.0291229,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
13,3055,98.2216336,0,Electronics Engineering,"Walchand College of Engineering, Sangli"
2,6812,96.2092924,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
3,17880,90.3769698,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
4,113867,14.2210761,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
5,31449,83.1461738,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
6,14949,91.9143087,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
7,8375,95.4199555,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
8,8128,95.5557697,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
9,9277,94.9108451,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
2,9223,94.9538024,1,Mechanical Engineering,"Walchand College of Engineering, Sangli"
3,28513,84.6390824,1,Mechanical Engineering,"Walchand College of Engineering, Sangli"
4,114383,12.9353233,1,Mechanical Engineering,"Walchand College of Engineering, Sangli"
5,69767,57.9292585,1,Mechanical Engineering,"Walchand College of Engineering, Sangli"
7,15319,91.7615919,1,Mechanical Engineering,"Walchand College of Engineering, Sangli"
9,11648,93.7059922,1,Mechanical Engineering,"Walchand College of Engineering, Sangli"
11,26050,85.8567675,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
10,5136,97.1164439,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
12,34592,81.3782643,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
13,6470,96.4273868,0,Mechanical Engineering,"Walchand College of Engineering, Sangli"
2,120528,4.0235666,0,Civil Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,89655,41.7457305,1,Civil Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,120075,4.6459757,0,Civil Engineering,"Department of Technology, Shivaji University, Kolhapur"
13,110470,18.375784,0,Civil Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,36194,80.3744535,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
3,65376,61.6697194,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
5,71946,56.7650587,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
6,46534,74.1753429,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
7,44623,75.4846987,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
8,98064,32.4992712,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
9,52839,70.0988506,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
2,31479,82.9381616,1,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
3,77184,52.2301039,1,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
9,44209,75.6049358,1,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
2,25241,86.402198,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
3,38013,79.2815054,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
5,35658,80.5501725,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
7,63791,62.3954246,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
9,36411,80.2788844,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
2,33531,81.7575556,1,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
3,88665,42.5186027,1,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
9,34449,81.4005843,1,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
11,45821,74.5106403,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
10,22828,87.6520385,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
13,29910,83.8902317,0,Computer Science and Technology,"Department of Technology, Shivaji University, Kolhapur"
2,49290,72.5765063,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
3,113059,14.9912318,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
6,63147,63.088298,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
7,57473,67.1125395,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
9,67687,59.7201871,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
2,48770,72.7702415,1,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
3,81530,48.7700838,1,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
9,84465,45.9884082,1,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
8,79937,50.5614783,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
2,44959,75.182198,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
3,81401,48.7700838,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
5,110284,18.840167,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
6,72502,56.3628587,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
7,58721,66.2117981,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
9,55474,68.3772406,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
2,37887,79.4729608,1,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
3,50328,71.6451268,1,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
9,52429,70.7220669,1,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
11,70711,57.4413646,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
10,35172,80.8718313,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
13,43376,75.8471965,0,Electronics and Telecommunication Engg,"Department of Technology, Shivaji University, Kolhapur"
2,103247,26.9007793,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
2,97696,33.083064,1,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
3,110599,18.3037194,1,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
3,117825,8.3872203,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
5,106795,23.121138,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
6,111748,16.7412669,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
8,111566,17.0051501,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
9,119002,6.6563016,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
9,118404,7.4458997,1,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
2,75482,53.926243,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
3,104560,25.7906003,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
4,112154,16.5730741,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
6,94591,36.1594098,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
8,105037,25.3179745,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
9,121283,2.6528094,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
2,64254,62.0823842,1,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
3,65601,61.4673542,1,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
9,78020,51.2600953,1,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
10,26932,85.5965895,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
13,62849,63.5478045,0,Food Technology,"Department of Technology, Shivaji University, Kolhapur"
2,121975,1.4350851,0,Chemical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,119143,6.3771146,1,Chemical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,93711,37.5478565,1,Chemical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,120782,3.5025356,0,Chemical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,93597,37.5478565,1,Chemical Engineering,"Department of Technology, Shivaji University, Kolhapur"
13,122009,1.2935323,0,Chemical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,110773,17.8380677,0,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
9,111811,16.7412669,0,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,108705,20.8205322,1,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
7,117377,8.7877784,0,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,111837,16.7412669,0,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,114573,12.7995462,1,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,106658,23.121138,1,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
13,89259,42.0206383,0,Mechanical Engineering,"Department of Technology, Shivaji University, Kolhapur"
2,120362,4.2387378,0,Civil Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,122032,1.2180672,1,Civil Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,122227,0.9099957,0,Civil Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,114241,13.5287968,0,Civil Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,99172,32.1061359,1,Civil Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
13,121161,2.757158,0,Civil Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,20803,88.795558,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
3,41327,77.0895594,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
4,84763,45.9187639,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
5,56001,67.9791157,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
6,31823,82.6809987,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
7,22508,87.8986332,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
8,26246,85.8374792,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,22790,87.6520385,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,19967,89.2748671,1,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
3,27361,85.0880607,1,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,23267,87.4840478,1,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
14,63877,62.3954246,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
4,56130,67.9791157,1,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,16261,91.2295664,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
3,23681,87.2542051,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
7,20141,89.1304347,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,16350,91.1864731,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,16358,91.1864731,1,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,18465,90.0256605,1,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
11,26723,85.6396122,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
10,14031,92.4735769,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
13,18673,89.9588516,0,Computer Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,46622,74.1753429,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
3,104566,25.7906003,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
5,106208,23.4829494,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
6,86921,43.3167495,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
7,57670,66.8137813,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
8,66665,60.6284658,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,50841,71.2367422,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,46464,74.2012741,1,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
3,82819,47.8470482,1,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,48082,72.8974176,1,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,32770,82.3797757,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
3,43073,76.2706983,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
5,49768,71.9798416,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,40782,77.6308856,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,37681,79.4751328,1,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
3,41682,77.0666918,1,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
9,43346,75.8471965,1,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
11,61033,64.4979119,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
10,26530,85.6913808,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
13,39738,78.2814198,0,Electronics and Telecommunication Engg,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,121113,2.8567374,0,Mechanical Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,106286,23.4829494,1,Mechanical Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,121462,2.3888294,0,Mechanical Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,109893,19.2567241,0,Mechanical Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,112374,16.0971905,1,Mechanical Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
13,110903,17.8380677,0,Mechanical Engineering,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune"
2,122479,0.3448771,0,Civil Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,93909,36.7166438,0,Civil Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,80201,49.556541,1,Civil Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,37574,79.5309168,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,64630,61.9054461,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
5,66988,60.5043241,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
6,61040,64.4979119,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
7,39938,78.1473584,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
8,38125,79.2815054,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,40190,78.0555027,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,36929,79.8656107,1,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,62850,63.5478045,1,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
7,54465,69.1685966,1,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,39674,78.2814198,1,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,29297,84.1506751,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,33764,81.6296507,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
4,96678,34.6668564,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
5,45674,74.5211181,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
6,37452,79.5309168,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
7,34706,81.0304563,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,30526,83.4045178,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,29033,84.2234647,1,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,36109,80.4540499,1,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,31825,82.6809987,1,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
11,48468,72.8897104,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
10,25487,86.3122546,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
12,63491,63.050238,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
13,35871,80.5336015,0,Computer Engineering,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,43617,75.7886771,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,78186,51.2600953,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
5,97640,33.083064,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
6,62032,64.0075195,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
7,50137,71.7637042,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
8,48820,72.7060426,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,46380,74.2012741,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,42290,76.6964455,1,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,70989,57.2112851,1,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,45156,74.9700023,1,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,33948,81.5143923,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,37402,79.5386869,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,35478,80.6330675,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,38641,79.0746326,1,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,39327,78.3504176,1,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
11,57219,67.2875491,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
10,26992,85.5965895,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
13,38798,78.6657067,0,Information Technology,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,55494,68.3772406,0,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,109663,19.499854,0,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
5,114869,12.6735864,0,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
6,99326,32.1061359,0,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
7,69316,58.8006082,0,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
8,62967,63.5478045,0,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
9,65294,61.6697194,0,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
2,51397,71.1253958,1,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
3,100161,30.5619889,1,Artificial Intelligence (AI) and Data Science,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune"
